"","instant","dteday","season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","date","hour"
"192",192,2011-01-09,1,0,"Jan",6,0,0,0,"Clear-Few clouds",0.1,0.0909,0.49,0.2836,0,1,1,2011-01-09,6
"193",193,2011-01-09,1,0,"Jan",7,0,0,0,"Clear-Few clouds",0.08,0.0909,0.53,0.194,1,5,6,2011-01-09,7
"194",194,2011-01-09,1,0,"Jan",8,0,0,0,"Clear-Few clouds",0.1,0.0909,0.49,0.2836,0,10,10,2011-01-09,8
"195",195,2011-01-09,1,0,"Jan",9,0,0,0,"Clear-Few clouds",0.12,0.0758,0.46,0.5224,0,19,19,2011-01-09,9
"196",196,2011-01-09,1,0,"Jan",10,0,0,0,"Clear-Few clouds",0.14,0.1061,0.43,0.3881,0,49,49,2011-01-09,10
"197",197,2011-01-09,1,0,"Jan",11,0,0,0,"Clear-Few clouds",0.16,0.1212,0.4,0.5224,2,47,49,2011-01-09,11
"198",198,2011-01-09,1,0,"Jan",12,0,0,0,"Clear-Few clouds",0.18,0.1364,0.37,0.4478,4,79,83,2011-01-09,12
"199",199,2011-01-09,1,0,"Jan",13,0,0,0,"Clear-Few clouds",0.2,0.1667,0.34,0.4478,6,69,75,2011-01-09,13
"200",200,2011-01-09,1,0,"Jan",14,0,0,0,"Clear-Few clouds",0.22,0.1818,0.32,0.4627,8,64,72,2011-01-09,14
"201",201,2011-01-09,1,0,"Jan",15,0,0,0,"Clear-Few clouds",0.22,0.197,0.35,0.3582,5,77,82,2011-01-09,15
"202",202,2011-01-09,1,0,"Jan",16,0,0,0,"Clear-Few clouds",0.2,0.1667,0.34,0.4478,13,79,92,2011-01-09,16
"203",203,2011-01-09,1,0,"Jan",17,0,0,0,"Clear-Few clouds",0.18,0.1515,0.37,0.3881,3,59,62,2011-01-09,17
"204",204,2011-01-09,1,0,"Jan",18,0,0,0,"Clear-Few clouds",0.16,0.1364,0.4,0.3284,4,44,48,2011-01-09,18
"205",205,2011-01-09,1,0,"Jan",19,0,0,0,"Clear-Few clouds",0.16,0.1364,0.43,0.3284,1,40,41,2011-01-09,19
"206",206,2011-01-09,1,0,"Jan",20,0,0,0,"Clear-Few clouds",0.14,0.1212,0.46,0.2537,0,38,38,2011-01-09,20
"207",207,2011-01-09,1,0,"Jan",21,0,0,0,"Clear-Few clouds",0.14,0.1061,0.46,0.4179,1,19,20,2011-01-09,21
"208",208,2011-01-09,1,0,"Jan",22,0,0,0,"Clear-Few clouds",0.14,0.1212,0.46,0.2985,5,10,15,2011-01-09,22
"209",209,2011-01-09,1,0,"Jan",23,0,0,0,"Clear-Few clouds",0.12,0.1364,0.5,0.194,0,6,6,2011-01-09,23
"210",210,2011-01-10,1,0,"Jan",0,0,1,1,"Clear-Few clouds",0.12,0.1212,0.5,0.2836,2,3,5,2011-01-10,0
"211",211,2011-01-10,1,0,"Jan",1,0,1,1,"Clear-Few clouds",0.12,0.1212,0.5,0.2836,1,0,1,2011-01-10,1
"212",212,2011-01-10,1,0,"Jan",2,0,1,1,"Clear-Few clouds",0.12,0.1212,0.5,0.2239,0,3,3,2011-01-10,2
"213",213,2011-01-10,1,0,"Jan",3,0,1,1,"Clear-Few clouds",0.12,0.1212,0.5,0.2239,0,1,1,2011-01-10,3
"214",214,2011-01-10,1,0,"Jan",4,0,1,1,"Clear-Few clouds",0.1,0.1212,0.54,0.1343,1,2,3,2011-01-10,4
"215",215,2011-01-10,1,0,"Jan",5,0,1,1,"Clear-Few clouds",0.1,0.1061,0.54,0.2537,0,3,3,2011-01-10,5
"216",216,2011-01-10,1,0,"Jan",6,0,1,1,"Clear-Few clouds",0.12,0.1212,0.5,0.2836,0,31,31,2011-01-10,6
"217",217,2011-01-10,1,0,"Jan",7,0,1,1,"Clear-Few clouds",0.12,0.1212,0.5,0.2239,2,75,77,2011-01-10,7
"218",218,2011-01-10,1,0,"Jan",8,0,1,1,"Mist-Cloudy",0.12,0.1212,0.5,0.2836,4,184,188,2011-01-10,8
"219",219,2011-01-10,1,0,"Jan",9,0,1,1,"Mist-Cloudy",0.14,0.1212,0.5,0.2537,2,92,94,2011-01-10,9
"220",220,2011-01-10,1,0,"Jan",10,0,1,1,"Mist-Cloudy",0.14,0.1212,0.5,0.2985,0,31,31,2011-01-10,10
"221",221,2011-01-10,1,0,"Jan",11,0,1,1,"Mist-Cloudy",0.16,0.1364,0.47,0.2836,2,28,30,2011-01-10,11
"222",222,2011-01-10,1,0,"Jan",12,0,1,1,"Mist-Cloudy",0.2,0.1818,0.4,0.2836,5,47,52,2011-01-10,12
"223",223,2011-01-10,1,0,"Jan",13,0,1,1,"Mist-Cloudy",0.2,0.1818,0.4,0.2836,4,50,54,2011-01-10,13
"224",224,2011-01-10,1,0,"Jan",14,0,1,1,"Mist-Cloudy",0.2,0.197,0.4,0.2239,0,47,47,2011-01-10,14
"225",225,2011-01-10,1,0,"Jan",15,0,1,1,"Mist-Cloudy",0.2,0.197,0.4,0.2239,2,43,45,2011-01-10,15
"226",226,2011-01-10,1,0,"Jan",16,0,1,1,"Clear-Few clouds",0.2,0.2121,0.4,0.1343,4,70,74,2011-01-10,16
"227",227,2011-01-10,1,0,"Jan",17,0,1,1,"Clear-Few clouds",0.2,0.2273,0.4,0.1045,4,174,178,2011-01-10,17
"228",228,2011-01-10,1,0,"Jan",18,0,1,1,"Clear-Few clouds",0.2,0.197,0.4,0.2239,1,154,155,2011-01-10,18
"229",229,2011-01-10,1,0,"Jan",19,0,1,1,"Clear-Few clouds",0.16,0.1667,0.47,0.1642,3,92,95,2011-01-10,19
"230",230,2011-01-10,1,0,"Jan",20,0,1,1,"Clear-Few clouds",0.16,0.1667,0.5,0.1642,1,73,74,2011-01-10,20
"231",231,2011-01-10,1,0,"Jan",21,0,1,1,"Clear-Few clouds",0.14,0.1364,0.59,0.194,1,37,38,2011-01-10,21
"232",232,2011-01-10,1,0,"Jan",22,0,1,1,"Clear-Few clouds",0.14,0.1515,0.59,0.1642,2,22,24,2011-01-10,22
"233",233,2011-01-10,1,0,"Jan",23,0,1,1,"Clear-Few clouds",0.14,0.1515,0.59,0.1642,0,18,18,2011-01-10,23
"234",234,2011-01-11,1,0,"Jan",0,0,2,1,"Clear-Few clouds",0.14,0.1667,0.59,0.1045,2,10,12,2011-01-11,0
"235",235,2011-01-11,1,0,"Jan",1,0,2,1,"Clear-Few clouds",0.14,0.1515,0.59,0.1642,0,3,3,2011-01-11,1
"236",236,2011-01-11,1,0,"Jan",2,0,2,1,"Mist-Cloudy",0.16,0.1515,0.55,0.194,0,3,3,2011-01-11,2
"237",237,2011-01-11,1,0,"Jan",5,0,2,1,"Mist-Cloudy",0.16,0.1818,0.55,0.1343,0,6,6,2011-01-11,5
"238",238,2011-01-11,1,0,"Jan",6,0,2,1,"Mist-Cloudy",0.16,0.1818,0.55,0.1343,0,27,27,2011-01-11,6
"239",239,2011-01-11,1,0,"Jan",7,0,2,1,"Mist-Cloudy",0.16,0.2273,0.55,0,2,97,99,2011-01-11,7
"240",240,2011-01-11,1,0,"Jan",8,0,2,1,"Mist-Cloudy",0.18,0.2121,0.51,0.0896,3,214,217,2011-01-11,8
"241",241,2011-01-11,1,0,"Jan",9,0,2,1,"Mist-Cloudy",0.18,0.197,0.51,0.1642,3,127,130,2011-01-11,9
"242",242,2011-01-11,1,0,"Jan",10,0,2,1,"Mist-Cloudy",0.2,0.2121,0.51,0.1642,3,51,54,2011-01-11,10
"243",243,2011-01-11,1,0,"Jan",11,0,2,1,"Mist-Cloudy",0.2,0.2121,0.47,0.1343,4,31,35,2011-01-11,11
"244",244,2011-01-11,1,0,"Jan",12,0,2,1,"Mist-Cloudy",0.2,0.2273,0.51,0.1045,2,55,57,2011-01-11,12
"245",245,2011-01-11,1,0,"Jan",13,0,2,1,"Mist-Cloudy",0.2,0.2273,0.59,0.0896,6,46,52,2011-01-11,13
"246",246,2011-01-11,1,0,"Jan",14,0,2,1,"Mist-Cloudy",0.2,0.2273,0.59,0.0896,3,60,63,2011-01-11,14
"247",247,2011-01-11,1,0,"Jan",15,0,2,1,"Mist-Cloudy",0.16,0.197,0.8,0.0896,2,45,47,2011-01-11,15
"248",248,2011-01-11,1,0,"Jan",16,0,2,1,"Mist-Cloudy",0.16,0.1515,0.86,0.2239,4,72,76,2011-01-11,16
"249",249,2011-01-11,1,0,"Jan",17,0,2,1,"Mist-Cloudy",0.16,0.1515,0.86,0.2239,6,130,136,2011-01-11,17
"250",250,2011-01-11,1,0,"Jan",18,0,2,1,"Light Snow-Rain",0.16,0.1818,0.93,0.1045,1,94,95,2011-01-11,18
"251",251,2011-01-11,1,0,"Jan",19,0,2,1,"Light Snow-Rain",0.16,0.2273,0.93,0,0,51,51,2011-01-11,19
"252",252,2011-01-11,1,0,"Jan",20,0,2,1,"Light Snow-Rain",0.16,0.1515,0.93,0.194,0,32,32,2011-01-11,20
"253",253,2011-01-11,1,0,"Jan",21,0,2,1,"Light Snow-Rain",0.16,0.197,0.86,0.0896,0,20,20,2011-01-11,21
"254",254,2011-01-11,1,0,"Jan",22,0,2,1,"Light Snow-Rain",0.16,0.1818,0.93,0.1045,1,28,29,2011-01-11,22
"255",255,2011-01-11,1,0,"Jan",23,0,2,1,"Light Snow-Rain",0.16,0.197,0.93,0.0896,1,18,19,2011-01-11,23
"256",256,2011-01-12,1,0,"Jan",0,0,3,1,"Mist-Cloudy",0.16,0.197,0.86,0.0896,0,7,7,2011-01-12,0
"257",257,2011-01-12,1,0,"Jan",1,0,3,1,"Mist-Cloudy",0.16,0.1818,0.86,0.1045,0,6,6,2011-01-12,1
"258",258,2011-01-12,1,0,"Jan",2,0,3,1,"Clear-Few clouds",0.14,0.1515,0.86,0.1343,0,1,1,2011-01-12,2
"259",259,2011-01-12,1,0,"Jan",5,0,3,1,"Clear-Few clouds",0.14,0.1515,0.86,0.1642,0,5,5,2011-01-12,5
"260",260,2011-01-12,1,0,"Jan",6,0,3,1,"Clear-Few clouds",0.12,0.1515,0.93,0.1343,0,16,16,2011-01-12,6
"261",261,2011-01-12,1,0,"Jan",7,0,3,1,"Clear-Few clouds",0.14,0.1515,0.69,0.1343,0,54,54,2011-01-12,7
"262",262,2011-01-12,1,0,"Jan",8,0,3,1,"Clear-Few clouds",0.16,0.1667,0.59,0.1642,3,125,128,2011-01-12,8
"263",263,2011-01-12,1,0,"Jan",9,0,3,1,"Clear-Few clouds",0.16,0.1364,0.59,0.3284,3,78,81,2011-01-12,9
"264",264,2011-01-12,1,0,"Jan",10,0,3,1,"Clear-Few clouds",0.18,0.1818,0.55,0.2239,0,39,39,2011-01-12,10
"265",265,2011-01-12,1,0,"Jan",11,0,3,1,"Clear-Few clouds",0.2,0.1818,0.51,0.3881,3,32,35,2011-01-12,11
"266",266,2011-01-12,1,0,"Jan",12,0,3,1,"Clear-Few clouds",0.2,0.1515,0.47,0.5821,3,52,55,2011-01-12,12
"267",267,2011-01-12,1,0,"Jan",13,0,3,1,"Clear-Few clouds",0.22,0.197,0.44,0.3582,0,49,49,2011-01-12,13
"268",268,2011-01-12,1,0,"Jan",14,0,3,1,"Clear-Few clouds",0.2,0.1818,0.47,0.3284,0,44,44,2011-01-12,14
"269",269,2011-01-12,1,0,"Jan",15,0,3,1,"Clear-Few clouds",0.2,0.1667,0.47,0.4179,1,48,49,2011-01-12,15
"270",270,2011-01-12,1,0,"Jan",16,0,3,1,"Clear-Few clouds",0.22,0.197,0.44,0.3284,5,63,68,2011-01-12,16
"271",271,2011-01-12,1,0,"Jan",17,0,3,1,"Clear-Few clouds",0.2,0.1818,0.47,0.3582,0,139,139,2011-01-12,17
"272",272,2011-01-12,1,0,"Jan",18,0,3,1,"Clear-Few clouds",0.2,0.1515,0.47,0.5224,2,135,137,2011-01-12,18
"273",273,2011-01-12,1,0,"Jan",19,0,3,1,"Clear-Few clouds",0.18,0.1515,0.47,0.4179,1,82,83,2011-01-12,19
"274",274,2011-01-12,1,0,"Jan",20,0,3,1,"Clear-Few clouds",0.16,0.1364,0.5,0.3284,2,54,56,2011-01-12,20
"275",275,2011-01-12,1,0,"Jan",21,0,3,1,"Clear-Few clouds",0.16,0.1364,0.55,0.3284,0,57,57,2011-01-12,21
"276",276,2011-01-12,1,0,"Jan",22,0,3,1,"Clear-Few clouds",0.16,0.1212,0.55,0.4478,1,32,33,2011-01-12,22
"277",277,2011-01-12,1,0,"Jan",23,0,3,1,"Clear-Few clouds",0.14,0.1061,0.59,0.4179,1,19,20,2011-01-12,23
"278",278,2011-01-13,1,0,"Jan",0,0,4,1,"Clear-Few clouds",0.14,0.1212,0.59,0.2836,1,6,7,2011-01-13,0
"279",279,2011-01-13,1,0,"Jan",1,0,4,1,"Clear-Few clouds",0.14,0.1212,0.5,0.2836,0,2,2,2011-01-13,1
"280",280,2011-01-13,1,0,"Jan",2,0,4,1,"Clear-Few clouds",0.14,0.1212,0.5,0.3582,0,2,2,2011-01-13,2
"281",281,2011-01-13,1,0,"Jan",3,0,4,1,"Clear-Few clouds",0.14,0.1212,0.5,0.3284,0,3,3,2011-01-13,3
"282",282,2011-01-13,1,0,"Jan",4,0,4,1,"Clear-Few clouds",0.14,0.1212,0.5,0.2537,0,4,4,2011-01-13,4
"283",283,2011-01-13,1,0,"Jan",5,0,4,1,"Clear-Few clouds",0.14,0.1212,0.5,0.2985,0,3,3,2011-01-13,5
"284",284,2011-01-13,1,0,"Jan",6,0,4,1,"Clear-Few clouds",0.12,0.1515,0.54,0.1343,0,28,28,2011-01-13,6
"285",285,2011-01-13,1,0,"Jan",7,0,4,1,"Clear-Few clouds",0.12,0.1515,0.54,0.1343,0,72,72,2011-01-13,7
"286",286,2011-01-13,1,0,"Jan",8,0,4,1,"Clear-Few clouds",0.14,0.1364,0.5,0.194,5,197,202,2011-01-13,8
"287",287,2011-01-13,1,0,"Jan",9,0,4,1,"Clear-Few clouds",0.14,0.1212,0.5,0.3284,2,137,139,2011-01-13,9
"288",288,2011-01-13,1,0,"Jan",10,0,4,1,"Mist-Cloudy",0.16,0.1364,0.5,0.3582,2,36,38,2011-01-13,10
"289",289,2011-01-13,1,0,"Jan",11,0,4,1,"Mist-Cloudy",0.2,0.1667,0.44,0.4478,4,33,37,2011-01-13,11
"290",290,2011-01-13,1,0,"Jan",12,0,4,1,"Clear-Few clouds",0.2,0.1667,0.44,0.4179,3,49,52,2011-01-13,12
"291",291,2011-01-13,1,0,"Jan",13,0,4,1,"Clear-Few clouds",0.22,0.197,0.41,0.4478,2,81,83,2011-01-13,13
"292",292,2011-01-13,1,0,"Jan",14,0,4,1,"Clear-Few clouds",0.22,0.197,0.41,0.3881,3,39,42,2011-01-13,14
"293",293,2011-01-13,1,0,"Jan",15,0,4,1,"Clear-Few clouds",0.24,0.2121,0.38,0.2985,5,55,60,2011-01-13,15
"294",294,2011-01-13,1,0,"Jan",16,0,4,1,"Clear-Few clouds",0.24,0.2121,0.38,0.3582,2,76,78,2011-01-13,16
"295",295,2011-01-13,1,0,"Jan",17,0,4,1,"Clear-Few clouds",0.2,0.1818,0.4,0.2836,4,158,162,2011-01-13,17
"296",296,2011-01-13,1,0,"Jan",18,0,4,1,"Clear-Few clouds",0.2,0.1818,0.4,0.3284,3,141,144,2011-01-13,18
"297",297,2011-01-13,1,0,"Jan",19,0,4,1,"Clear-Few clouds",0.16,0.1515,0.47,0.2537,1,98,99,2011-01-13,19
"298",298,2011-01-13,1,0,"Jan",20,0,4,1,"Clear-Few clouds",0.16,0.1515,0.47,0.2239,0,64,64,2011-01-13,20
"299",299,2011-01-13,1,0,"Jan",21,0,4,1,"Clear-Few clouds",0.14,0.1212,0.46,0.2985,0,40,40,2011-01-13,21
"300",300,2011-01-13,1,0,"Jan",22,0,4,1,"Clear-Few clouds",0.14,0.1212,0.46,0.3284,0,30,30,2011-01-13,22
"301",301,2011-01-13,1,0,"Jan",23,0,4,1,"Clear-Few clouds",0.12,0.1364,0.5,0.194,1,14,15,2011-01-13,23
"302",302,2011-01-14,1,0,"Jan",0,0,5,1,"Clear-Few clouds",0.12,0.1364,0.5,0.194,0,14,14,2011-01-14,0
"303",303,2011-01-14,1,0,"Jan",1,0,5,1,"Clear-Few clouds",0.1,0.1212,0.54,0.1642,0,5,5,2011-01-14,1
"304",304,2011-01-14,1,0,"Jan",2,0,5,1,"Clear-Few clouds",0.1,0.1212,0.54,0.1343,0,1,1,2011-01-14,2
"305",305,2011-01-14,1,0,"Jan",3,0,5,1,"Clear-Few clouds",0.1,0.1364,0.54,0.1045,0,1,1,2011-01-14,3
"306",306,2011-01-14,1,0,"Jan",5,0,5,1,"Clear-Few clouds",0.1,0.1364,0.54,0.0896,0,8,8,2011-01-14,5
"307",307,2011-01-14,1,0,"Jan",6,0,5,1,"Clear-Few clouds",0.1,0.1818,0.54,0,0,17,17,2011-01-14,6
"308",308,2011-01-14,1,0,"Jan",7,0,5,1,"Clear-Few clouds",0.1,0.1212,0.74,0.1642,0,70,70,2011-01-14,7
"309",309,2011-01-14,1,0,"Jan",8,0,5,1,"Clear-Few clouds",0.12,0.1667,0.68,0,2,156,158,2011-01-14,8
"310",310,2011-01-14,1,0,"Jan",9,0,5,1,"Clear-Few clouds",0.14,0.1515,0.69,0.1343,0,117,117,2011-01-14,9
"311",311,2011-01-14,1,0,"Jan",10,0,5,1,"Clear-Few clouds",0.18,0.1818,0.55,0.194,4,40,44,2011-01-14,10
"312",312,2011-01-14,1,0,"Jan",11,0,5,1,"Clear-Few clouds",0.18,0.1667,0.51,0.2836,6,47,53,2011-01-14,11
"313",313,2011-01-14,1,0,"Jan",12,0,5,1,"Clear-Few clouds",0.2,0.197,0.44,0.2537,2,59,61,2011-01-14,12
"314",314,2011-01-14,1,0,"Jan",13,0,5,1,"Clear-Few clouds",0.22,0.197,0.37,0.3881,4,73,77,2011-01-14,13
"315",315,2011-01-14,1,0,"Jan",14,0,5,1,"Clear-Few clouds",0.22,0.2121,0.41,0.2836,5,59,64,2011-01-14,14
"316",316,2011-01-14,1,0,"Jan",15,0,5,1,"Clear-Few clouds",0.24,0.2424,0.38,0.1642,9,59,68,2011-01-14,15
"317",317,2011-01-14,1,0,"Jan",16,0,5,1,"Clear-Few clouds",0.22,0.2424,0.41,0.1045,3,87,90,2011-01-14,16
"318",318,2011-01-14,1,0,"Jan",17,0,5,1,"Clear-Few clouds",0.22,0.2273,0.41,0.1642,4,155,159,2011-01-14,17
"319",319,2011-01-14,1,0,"Jan",18,0,5,1,"Clear-Few clouds",0.2,0.2576,0.47,0,5,134,139,2011-01-14,18
"320",320,2011-01-14,1,0,"Jan",19,0,5,1,"Clear-Few clouds",0.16,0.197,0.59,0.0896,3,89,92,2011-01-14,19
"321",321,2011-01-14,1,0,"Jan",20,0,5,1,"Clear-Few clouds",0.18,0.2424,0.59,0,0,68,68,2011-01-14,20
"322",322,2011-01-14,1,0,"Jan",21,0,5,1,"Clear-Few clouds",0.16,0.2273,0.69,0,4,48,52,2011-01-14,21
"323",323,2011-01-14,1,0,"Jan",22,0,5,1,"Mist-Cloudy",0.16,0.2273,0.69,0,2,34,36,2011-01-14,22
"324",324,2011-01-14,1,0,"Jan",23,0,5,1,"Mist-Cloudy",0.18,0.2424,0.55,0,1,26,27,2011-01-14,23
"325",325,2011-01-15,1,0,"Jan",0,0,6,0,"Clear-Few clouds",0.18,0.2424,0.55,0,3,25,28,2011-01-15,0
"326",326,2011-01-15,1,0,"Jan",1,0,6,0,"Mist-Cloudy",0.16,0.197,0.59,0.0896,2,18,20,2011-01-15,1
"327",327,2011-01-15,1,0,"Jan",2,0,6,0,"Mist-Cloudy",0.16,0.197,0.59,0.0896,0,12,12,2011-01-15,2
"328",328,2011-01-15,1,0,"Jan",3,0,6,0,"Mist-Cloudy",0.16,0.2273,0.59,0,1,7,8,2011-01-15,3
"329",329,2011-01-15,1,0,"Jan",4,0,6,0,"Mist-Cloudy",0.16,0.2273,0.59,0,0,5,5,2011-01-15,4
"330",330,2011-01-15,1,0,"Jan",5,0,6,0,"Clear-Few clouds",0.16,0.2273,0.59,0,0,1,1,2011-01-15,5
"331",331,2011-01-15,1,0,"Jan",6,0,6,0,"Clear-Few clouds",0.14,0.1667,0.63,0.1045,1,2,3,2011-01-15,6
"332",332,2011-01-15,1,0,"Jan",7,0,6,0,"Clear-Few clouds",0.14,0.2121,0.63,0,1,9,10,2011-01-15,7
"333",333,2011-01-15,1,0,"Jan",8,0,6,0,"Clear-Few clouds",0.14,0.1515,0.63,0.1343,1,22,23,2011-01-15,8
"334",334,2011-01-15,1,0,"Jan",9,0,6,0,"Clear-Few clouds",0.16,0.1818,0.64,0.1343,2,31,33,2011-01-15,9
"335",335,2011-01-15,1,0,"Jan",10,0,6,0,"Clear-Few clouds",0.18,0.197,0.59,0.1642,2,57,59,2011-01-15,10
"336",336,2011-01-15,1,0,"Jan",11,0,6,0,"Clear-Few clouds",0.2,0.197,0.55,0.2239,18,54,72,2011-01-15,11
"337",337,2011-01-15,1,0,"Jan",12,0,6,0,"Clear-Few clouds",0.24,0.2273,0.48,0.2239,15,74,89,2011-01-15,12
"338",338,2011-01-15,1,0,"Jan",13,0,6,0,"Clear-Few clouds",0.28,0.2576,0.38,0.2985,21,80,101,2011-01-15,13
"339",339,2011-01-15,1,0,"Jan",14,0,6,0,"Clear-Few clouds",0.3,0.2879,0.39,0.2836,26,92,118,2011-01-15,14
"340",340,2011-01-15,1,0,"Jan",15,0,6,0,"Mist-Cloudy",0.32,0.3182,0.36,0.194,21,108,129,2011-01-15,15
"341",341,2011-01-15,1,0,"Jan",16,0,6,0,"Mist-Cloudy",0.34,0.3333,0.34,0.194,33,95,128,2011-01-15,16
"342",342,2011-01-15,1,0,"Jan",17,0,6,0,"Mist-Cloudy",0.32,0.303,0.36,0.2836,29,54,83,2011-01-15,17
"343",343,2011-01-15,1,0,"Jan",18,0,6,0,"Mist-Cloudy",0.3,0.2879,0.45,0.2537,15,69,84,2011-01-15,18
"344",344,2011-01-15,1,0,"Jan",19,0,6,0,"Mist-Cloudy",0.32,0.303,0.39,0.2537,14,60,74,2011-01-15,19
"345",345,2011-01-15,1,0,"Jan",20,0,6,0,"Mist-Cloudy",0.32,0.303,0.39,0.2537,6,35,41,2011-01-15,20
"346",346,2011-01-15,1,0,"Jan",21,0,6,0,"Mist-Cloudy",0.32,0.303,0.39,0.2239,6,51,57,2011-01-15,21
"347",347,2011-01-15,1,0,"Jan",22,0,6,0,"Mist-Cloudy",0.3,0.3182,0.42,0.1045,0,26,26,2011-01-15,22
"348",348,2011-01-15,1,0,"Jan",23,0,6,0,"Clear-Few clouds",0.3,0.2879,0.45,0.2836,5,39,44,2011-01-15,23
"349",349,2011-01-16,1,0,"Jan",0,0,0,0,"Clear-Few clouds",0.26,0.303,0.56,0,6,33,39,2011-01-16,0
"350",350,2011-01-16,1,0,"Jan",1,0,0,0,"Clear-Few clouds",0.26,0.2727,0.56,0.1343,4,19,23,2011-01-16,1
"351",351,2011-01-16,1,0,"Jan",2,0,0,0,"Clear-Few clouds",0.26,0.2879,0.56,0.0896,3,13,16,2011-01-16,2
"352",352,2011-01-16,1,0,"Jan",3,0,0,0,"Clear-Few clouds",0.22,0.2727,0.69,0,9,6,15,2011-01-16,3
"353",353,2011-01-16,1,0,"Jan",4,0,0,0,"Clear-Few clouds",0.26,0.2576,0.56,0.1642,0,1,1,2011-01-16,4
"354",354,2011-01-16,1,0,"Jan",5,0,0,0,"Mist-Cloudy",0.26,0.2576,0.56,0.1642,1,1,2,2011-01-16,5
"355",355,2011-01-16,1,0,"Jan",6,0,0,0,"Mist-Cloudy",0.26,0.2576,0.56,0.1642,0,1,1,2011-01-16,6
"356",356,2011-01-16,1,0,"Jan",7,0,0,0,"Mist-Cloudy",0.24,0.2121,0.56,0.2985,0,3,3,2011-01-16,7
"357",357,2011-01-16,1,0,"Jan",8,0,0,0,"Clear-Few clouds",0.22,0.2121,0.55,0.2836,0,18,18,2011-01-16,8
"358",358,2011-01-16,1,0,"Jan",9,0,0,0,"Clear-Few clouds",0.22,0.2121,0.51,0.2537,3,29,32,2011-01-16,9
"359",359,2011-01-16,1,0,"Jan",10,0,0,0,"Clear-Few clouds",0.22,0.2121,0.51,0.2836,8,71,79,2011-01-16,10
"360",360,2011-01-16,1,0,"Jan",11,0,0,0,"Clear-Few clouds",0.24,0.2273,0.44,0.2537,23,70,93,2011-01-16,11
"361",361,2011-01-16,1,0,"Jan",12,0,0,0,"Clear-Few clouds",0.24,0.2121,0.41,0.2836,29,75,104,2011-01-16,12
"362",362,2011-01-16,1,0,"Jan",13,0,0,0,"Clear-Few clouds",0.26,0.2273,0.35,0.2985,23,95,118,2011-01-16,13
"363",363,2011-01-16,1,0,"Jan",14,0,0,0,"Clear-Few clouds",0.28,0.2727,0.36,0.2537,22,69,91,2011-01-16,14
"364",364,2011-01-16,1,0,"Jan",15,0,0,0,"Clear-Few clouds",0.26,0.2424,0.38,0.2537,35,78,113,2011-01-16,15
"365",365,2011-01-16,1,0,"Jan",16,0,0,0,"Clear-Few clouds",0.24,0.2273,0.38,0.2239,22,77,99,2011-01-16,16
"366",366,2011-01-16,1,0,"Jan",17,0,0,0,"Clear-Few clouds",0.22,0.2121,0.37,0.2537,23,82,105,2011-01-16,17
"367",367,2011-01-16,1,0,"Jan",18,0,0,0,"Clear-Few clouds",0.2,0.2121,0.4,0.1642,11,56,67,2011-01-16,18
"368",368,2011-01-16,1,0,"Jan",19,0,0,0,"Clear-Few clouds",0.18,0.197,0.47,0.1343,14,47,61,2011-01-16,19
"369",369,2011-01-16,1,0,"Jan",20,0,0,0,"Clear-Few clouds",0.18,0.197,0.47,0.1642,7,50,57,2011-01-16,20
"370",370,2011-01-16,1,0,"Jan",21,0,0,0,"Clear-Few clouds",0.18,0.197,0.51,0.1642,6,22,28,2011-01-16,21
"371",371,2011-01-16,1,0,"Jan",22,0,0,0,"Mist-Cloudy",0.2,0.2121,0.49,0.1343,2,19,21,2011-01-16,22
"372",372,2011-01-16,1,0,"Jan",23,0,0,0,"Mist-Cloudy",0.2,0.2273,0.4,0.1045,0,18,18,2011-01-16,23
"373",373,2011-01-17,1,0,"Jan",0,1,1,0,"Mist-Cloudy",0.2,0.197,0.47,0.2239,1,16,17,2011-01-17,0
"374",374,2011-01-17,1,0,"Jan",1,1,1,0,"Mist-Cloudy",0.2,0.197,0.44,0.194,1,15,16,2011-01-17,1
"375",375,2011-01-17,1,0,"Jan",2,1,1,0,"Mist-Cloudy",0.18,0.1667,0.43,0.2537,0,8,8,2011-01-17,2
"376",376,2011-01-17,1,0,"Jan",3,1,1,0,"Mist-Cloudy",0.18,0.1818,0.43,0.194,0,2,2,2011-01-17,3
"377",377,2011-01-17,1,0,"Jan",4,1,1,0,"Mist-Cloudy",0.18,0.197,0.43,0.1343,1,2,3,2011-01-17,4
"378",378,2011-01-17,1,0,"Jan",5,1,1,0,"Mist-Cloudy",0.18,0.197,0.43,0.1642,0,1,1,2011-01-17,5
"379",379,2011-01-17,1,0,"Jan",6,1,1,0,"Mist-Cloudy",0.18,0.1818,0.43,0.194,0,5,5,2011-01-17,6
"380",380,2011-01-17,1,0,"Jan",7,1,1,0,"Mist-Cloudy",0.16,0.1818,0.5,0.1343,4,9,13,2011-01-17,7
"381",381,2011-01-17,1,0,"Jan",8,1,1,0,"Mist-Cloudy",0.16,0.1515,0.47,0.2239,3,30,33,2011-01-17,8
"382",382,2011-01-17,1,0,"Jan",9,1,1,0,"Mist-Cloudy",0.16,0.1515,0.47,0.2239,8,39,47,2011-01-17,9
"383",383,2011-01-17,1,0,"Jan",10,1,1,0,"Mist-Cloudy",0.16,0.1515,0.5,0.2537,7,50,57,2011-01-17,10
